Dataset,Model,Seed,Fold,Accuracy,Precision,F1,Recall
CCA,MEPL_DS,0,1,0.9569253620497586,0.810373071279292,0.7264653894868044,0.7098155196289725
CCA,MEPL_DS,0,2,0.9498700334199777,0.7998791663538944,0.7398865775665925,0.7215778757409309
CCA,MEPL_DS,0,3,0.9561664190193165,0.8050696936100454,0.7599253613560327,0.736116339840271
CCA,MEPL_DS,0,4,0.9557949479940565,0.8299683291018077,0.767848301672863,0.7449720977526888
CCA,MEPL_DS,0,5,0.9554234769687965,0.8337258662155577,0.7399115809769969,0.7151355320247914
CCA,MEPL_DS,1,1,0.9572966951355366,0.9038759886616549,0.7492173652505757,0.7175918668512357
CCA,MEPL_DS,1,2,0.9569253620497586,0.8256334009842498,0.7515182775729098,0.7284300472669382
CCA,MEPL_DS,1,3,0.9583952451708767,0.8386034414274716,0.7702067338355615,0.7454852641746755
CCA,MEPL_DS,1,4,0.9602526002971769,0.8833454468866343,0.7367967178528584,0.7094715430478525
CCA,MEPL_DS,1,5,0.9457652303120356,0.785855205924039,0.7238583383193197,0.7072057516608593
CCA,MEPL_DS,2,1,0.9572966951355366,0.8543579293579294,0.7232656781031516,0.7022270810108989
CCA,MEPL_DS,2,2,0.9572966951355366,0.8533148240261211,0.756730508861276,0.7313915790281785
CCA,MEPL_DS,2,3,0.9479940564635958,0.7695758965121992,0.7708077538415745,0.7720618016732382
CCA,MEPL_DS,2,4,0.9528231797919762,0.7710283812036214,0.7433170844496936,0.7344394365212105
CCA,MEPL_DS,2,5,0.9546805349182764,0.8346159603901109,0.738999368988661,0.7120204615800332
CCA,MEPL_DS,3,1,0.9520980319346454,0.8302834290383753,0.7240204124269406,0.7010780771043326
CCA,MEPL_DS,3,2,0.9509840326773116,0.8059694345172436,0.7463042836885599,0.720796423793146
CCA,MEPL_DS,3,3,0.9569093610698366,0.8438020954526045,0.7641939502999963,0.7354326316636595
CCA,MEPL_DS,3,4,0.9554234769687965,0.8489512398811291,0.7584894322777277,0.7276323765151266
CCA,MEPL_DS,3,5,0.9535661218424963,0.797365651549752,0.7209079341755708,0.7044975997168242
CCA,MEPL_DS,4,1,0.9565540289639807,0.8485968676522293,0.7150399496932063,0.6947389438250241
CCA,MEPL_DS,4,2,0.9535833642777571,0.7996505085334723,0.7432590796800181,0.7236769471608296
CCA,MEPL_DS,4,3,0.9565378900445766,0.8680151185053147,0.7627822862121486,0.7325983858526394
CCA,MEPL_DS,4,4,0.9550520059435365,0.8630925730321922,0.7564811939514208,0.729302885429073
CCA,MEPL_DS,4,5,0.9554234769687965,0.8367417511061629,0.7774160662873807,0.7524838270149014
CCA,EPL,0,1,0.9569253620497586,0.78277035656346,0.7267436627659158,0.7130652614266012
CCA,EPL,0,2,0.9491273672484218,0.8193062365476158,0.74843258603982,0.7267663386425092
CCA,EPL,0,3,0.9528231797919762,0.8844477116646167,0.7140339474848033,0.6914629199599814
CCA,EPL,0,4,0.9498514115898959,0.7900031197436673,0.6967551733320801,0.6836107530020078
CCA,EPL,0,5,0.9587667161961367,0.8190420885409041,0.7667227545820975,0.745683864831042
CCA,EPL,1,1,0.9550686966208689,0.7892610446130989,0.7590733725398674,0.7429064809488569
CCA,EPL,1,2,0.9528406981062013,0.7535543740956854,0.7575992957114447,0.7622831674959653
CCA,EPL,1,3,0.9550520059435365,0.7943153321549014,0.7576329398612408,0.7441015003370373
CCA,EPL,1,4,0.9572808320950966,0.7822334345020767,0.7104868244172818,0.6938710327507868
CCA,EPL,1,5,0.9453937592867756,0.8159917995314107,0.7335338932767583,0.7108633689170505
CCA,EPL,2,1,0.9550686966208689,0.8051534393109635,0.7534179001832721,0.7307914369061491
CCA,EPL,2,2,0.9532120311919792,0.8364648415971967,0.6881368442395157,0.680236618326029
CCA,EPL,2,3,0.9472511144130757,0.7390749923755702,0.7002891413968992,0.690147858148893
CCA,EPL,2,4,0.9483655274888558,0.7452235707493982,0.7464356467213932,0.7493754554822748
CCA,EPL,2,5,0.9576523031203567,0.8295507851321804,0.7580123482825205,0.7353535775007706
CCA,EPL,3,1,0.9498700334199777,0.7388281895183791,0.6923877077651076,0.6875985622626285
CCA,EPL,3,2,0.9543260304493131,0.7964064625388696,0.7530616288958023,0.7366610503233133
CCA,EPL,3,3,0.9557949479940565,0.8515343760630069,0.7467094387816573,0.7151049130775616
CCA,EPL,3,4,0.9591381872213968,0.8634283165011607,0.7525002621180713,0.7243719976838916
CCA,EPL,3,5,0.9487369985141159,0.7417159308091331,0.7311044212357575,0.7264895160188605
CCA,EPL,4,1,0.9546973635350909,0.769903350055392,0.756842864262698,0.7493718074774405
CCA,EPL,4,2,0.9520980319346454,0.7749218534001051,0.7257840442970491,0.7087006727890803
CCA,EPL,4,3,0.9528231797919762,0.8122022283137325,0.7083162907005,0.6937152973224648
CCA,EPL,4,4,0.9539375928677564,0.8211168486572875,0.7474169279513885,0.7248999704321811
CCA,EPL,4,5,0.9543090638930164,0.8123491421821356,0.7657951631180295,0.7454034943362564
